update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,ana,return_mean,return_std,return_min,return_max
1,200,36.47124617189451,5,0.0,0.0,0,0,0.0,0.0,0,0,10.212061405181885,-1.4835647344589233,2.8061476945877075,196.43307495117188,98.82547704816642,98.82547704816642,0.0,0.0,0,0
2,400,35.31793712557669,11,-115.4256706237793,133.85290693916699,-297.0677490234375,21.542064666748047,89.66666666666667,40.069384267237695,33.0,118.0,9.996774673461914,-3.321481943130493,55.850914001464844,4141.13720703125,19.66841497589275,19.66841497589275,-115.4256706237793,133.85290693916699,-297.0677490234375,21.542064666748047
